City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,vao,-22.6667,167.4833,79.39,71,45,11.16,NC,1675807489
366,grootfontein,-19.5667,18.1167,63.97,94,100,3.44,NA,1675807590
367,launceston,-41.45,147.1667,60.62,70,100,12.66,AU,1675807591
368,andrelandia,-21.7397,-44.3092,66.67,94,80,4.68,BR,1675807592
369,obera,-27.4871,-55.1199,88.11,27,36,2.33,AR,1675807592
370,bani,18.2833,-70.3333,83.86,52,6,18.61,DO,1675807593
371,tezu,27.9167,96.1667,58.06,71,98,0.85,IN,1675807593
372,wageningen,51.9667,5.6667,32.95,87,46,3.44,NL,1675807594
373,calama,-22.4667,-68.9333,73.89,35,75,20.71,CL,1675807594
374,santo estevao,-12.4303,-39.2514,79.88,54,99,11.36,BR,1675807594
375,ulladulla,-35.35,150.4667,65.19,90,100,5.35,AU,1675807595
376,hamilton,39.1834,-84.5333,55.42,80,100,9.22,US,1675807595
377,den helder,52.9599,4.7593,33.96,87,8,3.44,NL,1675807596
378,opuwo,-18.0607,13.84,68.05,52,99,7.9,NA,1675807596
379,souillac,-20.5167,57.5167,80.98,74,40,13.8,MU,1675807597
380,sungaipenuh,-2.0833,101.3833,62.89,62,97,2.15,ID,1675807597
381,zheleznodorozhnyy,55.7503,38.0042,20.75,99,75,3.44,RU,1675807598
382,bac lieu,9.285,105.7244,75.27,89,55,8.63,VN,1675807598
383,porto nacional,-10.7081,-48.4172,75.2,77,74,2.35,BR,1675807599
384,verkhoyansk,67.5447,133.385,-57.24,100,78,1.14,RU,1675807600
385,tongren,27.7172,109.1853,47.7,97,100,2.57,CN,1675807600
386,damghan,36.1683,54.348,42.93,50,13,3.29,IR,1675807601
387,cherskiy,68.75,161.3,-32.55,99,100,5.39,RU,1675807601
388,fukue,32.6881,128.8419,53.33,65,74,15.79,JP,1675807321
389,clyde river,70.4692,-68.5914,-27.24,96,98,3.2,CA,1675807601
390,chunoyar,57.4467,97.3217,9.57,97,100,2.8,RU,1675807602
391,camocim,-2.9022,-40.8411,78.17,84,100,11.9,BR,1675807602
392,prainha,-1.8,-53.48,76.1,93,83,2.82,BR,1675807603
393,alpena,45.0617,-83.4327,38.1,76,100,8.05,US,1675807603
394,yilan,24.757,121.753,69.03,99,100,6.44,TW,1675807603
395,sambava,-14.2667,50.1667,75.31,89,81,7.56,MG,1675807604
396,santa maria,-29.6842,-53.8069,89.06,25,3,4.74,BR,1675807604
397,coihaique,-45.5752,-72.0662,69.75,52,75,9.22,CL,1675807604
398,olafsvik,64.8945,-23.7142,26.62,73,100,29.95,IS,1675807605
399,caronport,50.4501,-105.8179,34.18,87,41,8.97,CA,1675807605
400,houma,29.5958,-90.7195,79.0,72,40,6.91,US,1675807613
401,alghero,40.5589,8.3181,42.89,61,0,4.61,IT,1675807613
402,erenhot,43.6475,111.9767,12.13,73,10,4.63,CN,1675807613
403,klaeng,12.7797,101.6483,83.95,99,26,2.53,TH,1675807614
404,patnongon,10.9132,121.9937,75.33,81,89,5.99,PH,1675807614
405,sawakin,19.1059,37.3321,71.71,65,89,13.53,SD,1675807615
406,kachiry,53.0675,76.1036,-10.32,100,93,4.68,KZ,1675807615
407,tete,-16.1564,33.5867,74.17,88,72,1.81,MZ,1675807616
408,pafos,34.7667,32.4167,46.18,66,40,8.05,CY,1675807616
409,salalah,17.0151,54.0924,69.94,72,68,1.52,OM,1675807352
410,latung,5.5,120.8833,81.03,72,100,5.66,PH,1675807616
411,cairns,-16.9167,145.7667,85.06,84,92,8.05,AU,1675807380
412,fayaoue,-20.65,166.5333,80.29,84,99,15.3,NC,1675807603
413,naze,28.3667,129.4833,61.3,70,77,12.28,JP,1675807617
414,salinopolis,-0.6136,-47.3561,78.12,86,76,11.25,BR,1675807617
415,bonavista,48.6499,-53.1147,22.15,66,100,20.6,CA,1675807618
416,bartow,27.8964,-81.8431,78.69,53,0,6.91,US,1675807618
417,gari,59.4307,62.3497,-10.43,100,100,4.5,RU,1675807618
418,farmington,36.7281,-108.2187,47.08,25,0,5.01,US,1675807517
419,moerai,-22.4333,-151.3333,79.61,78,72,12.06,PF,1675807619
420,christchurch,-43.5333,172.6333,69.33,60,40,14.97,NZ,1675807478
421,leninskoye,41.7589,69.3864,38.03,39,52,4.54,KZ,1675807619
422,tooele,40.5308,-112.2983,38.05,64,0,1.99,US,1675807620
423,atar,20.5169,-13.0499,63.86,21,93,11.12,MR,1675807620
424,sao felix do xingu,-6.6447,-51.995,77.77,84,87,1.34,BR,1675807620
425,la ronge,55.1001,-105.2842,33.78,75,36,14.47,CA,1675807621
426,paso de los toros,-32.8167,-56.5167,89.6,27,0,8.43,UY,1675807621
427,dana point,33.467,-117.6981,74.32,37,0,8.01,US,1675807621
428,buchanan,5.8808,-10.0467,78.12,91,56,4.54,LR,1675807557
429,yulara,-25.2406,130.9889,80.13,26,0,5.26,AU,1675807623
430,verkhnevilyuysk,63.4453,120.3167,-43.6,100,100,2.01,RU,1675807624
431,pineville,31.3224,-92.4343,75.13,56,20,9.22,US,1675807625
432,challans,46.8436,-1.8749,38.32,80,8,10.87,FR,1675807626
433,aspindza,41.5739,43.2483,22.21,95,100,3.36,GE,1675807626
434,xai-xai,-25.0519,33.6442,73.53,91,62,7.23,MZ,1675807627
435,anantapur,14.6833,77.6,73.67,52,15,4.47,IN,1675807628
436,panguna,-6.3164,155.4848,71.33,91,99,3.78,PG,1675807628
437,zaysan,47.4667,84.8667,13.62,86,100,2.1,KZ,1675807375
438,freeport,40.6576,-73.5832,42.78,75,20,12.66,US,1675807460
439,lagoa,39.05,-27.9833,55.99,59,84,17.2,PT,1675807630
440,kawalu,-7.3817,108.2082,72.18,95,100,2.24,ID,1675807630
441,pimampiro,0.4,-77.9667,69.98,57,47,5.23,EC,1675807631
442,tripoli,32.8752,13.1875,55.29,61,98,22.12,LY,1675807631
443,tangzhai,34.4328,116.5911,41.58,77,100,6.44,CN,1675807632
444,lashio,22.9333,97.75,45.95,56,0,1.7,MM,1675807632
445,lata,40.1629,-8.3327,43.07,77,3,3.91,PT,1675807633
446,cecina,43.3128,10.524,38.93,62,0,10.22,IT,1675807633
447,north bend,43.4065,-124.2243,51.85,93,100,17.27,US,1675807634
448,morondava,-20.2833,44.2833,77.68,85,100,6.13,MG,1675807634
449,kapoeta,4.7717,33.5903,84.52,25,14,7.63,SS,1675807634
450,susanville,40.4163,-120.653,45.81,61,0,4.0,US,1675807425
451,egvekinot,66.3167,-179.1667,-22.49,87,98,9.35,RU,1675807635
452,kovur,14.4833,79.9833,67.21,89,32,5.79,IN,1675807636
453,idanre,7.1127,5.1159,76.3,81,100,4.23,NG,1675807636
454,agirish,61.9247,63.0231,-7.33,100,100,5.37,RU,1675807637
455,aykhal,66.0,111.5,-37.46,100,100,3.33,RU,1675807638
456,joao pinheiro,-17.7425,-46.1725,75.13,75,94,5.48,BR,1675807638
457,ilulissat,69.2167,-51.1,-9.38,77,100,9.22,GL,1675807499
458,ust-nera,64.5667,143.2,-42.16,100,97,0.96,RU,1675807640
459,vanavara,60.34,102.2797,-7.55,100,100,2.26,RU,1675807640
460,petropavl,54.8753,69.1628,5.2,96,100,6.76,KZ,1675807641
461,kapit,2.0167,112.9333,71.76,99,95,1.63,MY,1675807641
462,valuyki,50.2035,38.1067,14.88,87,8,12.03,RU,1675807642
463,berlevag,70.8578,29.0864,35.6,75,0,36.82,NO,1675807643
464,gladstone,-23.85,151.25,80.78,69,23,10.36,AU,1675807643
465,palana,59.1167,159.9667,-18.65,100,100,8.59,RU,1675807644
466,saint-gaudens,43.0833,0.6667,40.03,85,47,3.44,FR,1675807493
467,kulhudhuffushi,6.6221,73.07,80.28,70,84,4.92,MV,1675807644
468,kupang,-10.1667,123.5833,75.78,100,20,1.14,ID,1675807645
469,broome,42.2506,-75.833,41.85,66,75,11.5,US,1675807646
470,potiskum,11.7091,11.0694,69.42,21,79,8.48,NG,1675807646
471,serebryansk,49.6925,83.2892,12.6,96,100,3.06,KZ,1675807646
472,miri,4.4148,114.0089,74.75,90,100,3.76,MY,1675807648
473,warrington,53.3925,-2.5802,42.8,87,75,3.44,GB,1675807648
474,sao jose da coroa grande,-8.8978,-35.1478,78.37,69,83,8.43,BR,1675807649
475,hervey bay,-25.2986,152.8535,78.67,60,79,19.3,AU,1675807620
476,van,38.4924,43.3831,25.95,74,75,5.75,TR,1675807650
477,belaya gora,68.5333,146.4167,-46.5,100,96,2.57,RU,1675807650
478,villazon,-22.0866,-65.5942,56.98,49,100,10.92,BO,1675807651
479,chumikan,54.7183,135.315,-25.51,89,25,9.93,RU,1675807652
480,port hedland,-20.3167,118.5667,82.45,83,4,0.0,AU,1675807652
481,banjar,-8.19,114.9675,76.62,90,100,0.27,ID,1675807653
482,lujan,-34.5703,-59.105,96.06,35,5,3.0,AR,1675807653
483,uruzgan,32.8333,66.0,38.48,67,100,2.1,AF,1675807653
484,merrill,45.1805,-89.6835,38.17,60,0,9.22,US,1675807654
485,cockburn town,21.4612,-71.1419,77.22,76,0,22.44,TC,1675807654
486,sosva,59.1766,61.8558,-11.74,100,100,3.36,RU,1675807655
487,dingle,10.9995,122.6711,73.35,94,100,7.61,PH,1675807655
488,alekseyevsk,57.8406,108.3492,-13.52,100,100,2.93,RU,1675807655
489,ngunguru,-35.6167,174.5,69.48,58,76,9.28,NZ,1675807656
490,teya,60.3778,92.6267,9.57,97,100,2.15,RU,1675807656
491,horta,38.5333,-28.6333,55.02,67,72,11.99,PT,1675807657
492,sakaiminato,35.55,133.2333,37.33,75,43,8.63,JP,1675807657
493,gushi,34.6425,109.5843,44.55,56,100,8.12,CN,1675807658
494,nangwa,-4.4667,35.45,59.0,77,95,2.89,TZ,1675807658
495,mandera,3.9366,41.867,83.1,30,3,4.74,KE,1675807658
496,nalut,30.3333,10.85,61.12,42,100,16.37,LY,1675807659
497,punta gorda,26.9298,-82.0454,81.05,59,0,11.5,US,1675807365
498,santa rosalia,27.3167,-112.2833,63.41,35,31,15.41,MX,1675807659
499,abu dhabi,24.4667,54.3667,78.82,31,0,5.75,AE,1675807486
500,benguela,-12.5763,13.4055,74.79,77,54,5.84,AO,1675807660
501,kalispell,48.1958,-114.3129,41.38,68,100,4.61,US,1675807660
502,kolosovka,56.4678,73.611,-7.47,100,99,5.28,RU,1675807660
503,jidong,45.2167,131.0833,-0.51,96,93,3.65,CN,1675807661
504,asau,46.4333,26.4,23.92,96,100,4.36,RO,1675807559
505,toora-khem,52.4675,96.11,-6.32,100,100,1.45,RU,1675807661
506,plettenberg bay,-34.0527,23.3716,67.19,87,100,1.99,ZA,1675807661
507,salinas,36.6777,-121.6555,62.69,61,0,5.75,US,1675807423
508,portland,45.5234,-122.6762,50.63,91,100,10.0,US,1675807557
509,sistranda,63.7256,8.834,37.36,85,94,17.76,NO,1675807483
510,acajutla,13.5928,-89.8275,84.65,53,26,8.28,SV,1675807662
511,buala,-8.145,159.5921,80.83,87,99,9.57,SB,1675807417
512,luwuk,-0.9516,122.7875,77.67,84,100,3.62,ID,1675807662
513,mount isa,-20.7333,139.5,80.37,78,75,4.61,AU,1675807380
514,ayan,56.45,138.1667,-24.7,81,24,8.55,RU,1675807663
515,taitung,22.7583,121.1444,70.23,84,94,9.48,TW,1675807663
516,dunmore east,52.1514,-6.9861,46.69,79,98,7.29,IE,1675807663
517,champerico,14.3,-91.9167,93.74,60,38,12.06,GT,1675807664
518,krasnyy chikoy,50.3643,108.7512,-10.07,100,82,1.74,RU,1675807664
519,qasigiannguit,68.8193,-51.1922,-9.15,99,100,2.62,GL,1675807601
520,guangyuan,32.442,105.823,48.47,86,100,4.38,CN,1675807664
521,grand-santi,4.25,-54.3833,73.45,98,20,3.18,GF,1675807665
522,bara,10.3744,10.7288,75.45,20,28,10.69,NG,1675807665
523,sao raimundo das mangabeiras,-7.0219,-45.4811,76.86,84,100,2.55,BR,1675807665
524,avera,33.194,-82.5271,69.31,50,97,4.07,US,1675807400
525,hebi,35.8992,114.1925,37.45,56,99,9.66,CN,1675807666
526,vostok,46.4856,135.8833,-1.95,99,100,3.51,RU,1675807666
527,timmins,48.4669,-81.3331,32.94,93,100,11.36,CA,1675807667
528,half moon bay,37.4636,-122.4286,63.91,59,75,3.0,US,1675807667
529,belmonte,-15.8631,-38.8828,79.48,76,6,11.12,BR,1675807667
530,mobaye,4.319,21.1786,77.04,25,9,0.98,CF,1675807667
531,matadi,-5.8167,13.45,77.29,92,89,3.6,CD,1675807668
532,pedernales,18.0384,-71.744,81.37,58,0,3.36,DO,1675807668
533,vrangel,42.7297,133.0839,19.09,62,56,5.55,RU,1675807668
534,eureka,40.8021,-124.1637,61.66,64,63,1.99,US,1675807669
535,kuusamo,65.9667,29.1833,30.24,93,0,8.05,FI,1675807670
536,ust-kuyga,70.0167,135.6,-51.3,100,83,5.97,RU,1675807670
537,amot,59.5714,7.9877,28.76,96,100,1.97,NO,1675807670
538,nagato,34.3833,131.2,47.05,73,48,10.51,JP,1675807671
539,derzhavinsk,51.1,66.3167,-6.02,100,89,5.26,KZ,1675807671
540,camana,-16.6228,-72.7111,76.77,79,58,8.08,PE,1675807671
541,barreiras,-12.1528,-44.99,77.29,68,66,2.95,BR,1675807672
542,ondjiva,-17.0667,15.7333,74.21,46,98,4.59,AO,1675807672
543,kushiro,42.975,144.3747,11.35,92,40,6.91,JP,1675807461
544,kugesi,56.029,47.2925,17.26,79,100,4.47,RU,1675807672
545,luancheng,37.8792,114.6517,31.21,54,67,5.35,CN,1675807673
546,am timan,11.0297,20.2827,80.02,14,6,7.58,TD,1675807500
547,jibuti,11.5,42.5,69.1,75,5,9.37,DJ,1675807673
548,kaeo,-35.1,173.7833,72.32,75,61,5.82,NZ,1675807673
